name	start	end	brin_DNA	motif	sigma	genes
U1752	2339950	2344178	1	M9	SigWXY	S843, S844, recU, ponA
U1755	2344276	2347578	-1	M19	SigA	S847, asnS, S846, dnaD, nth, ypoC
U1756	2344276	2349314	-1	M4	SigA	ypmB, aspB, S847, asnS, S846, dnaD, nth, ypoC
U1758	2344276	2349600	-1	M19	SigA	S848, ypmA, ypmB, aspB, S847, asnS, S846, dnaD, nth, ypoC
U1761	2344276	2354880	-1	M16	SigA	S852, panB, panC, panD, S851, dinG, S850, S848, ypmA, ypmB, aspB, S847, asnS, S846, dnaD, nth, ypoC
U1760	2344276	2350810	-1	M9	SigWXY	S850, S848, ypmA, ypmB, aspB,S847, asnS, S846, dnaD, nth, ypoC
U1762	2344276	2360520	-1	M19	SigA	ypjD, dapB, mgsA, ypjG, ypjH, cca, birA, S852, panB, panC, panD, S851, dinG, S850, S848, ypmA, ypmB, aspB,S847, asnS, S846, dnaD, nth, ypoC
U1764	2344276	2360594	-1	M7	SigA	ypjD, dapB, mgsA, ypjG, ypjH, cca, birA, S852, panB, panC, panD, S851, dinG, S850, S848, ypmA,ypmB, aspB, S847, asnS, S846, dnaD, nth, ypoC
U1763	2360586	2361493	1	M19	SigA	ypjC
U1765	2361767	2365156	-1	M14	SigA	qcrA, qcrB, qcrC, S854, ypjA, S853, ypjB
U1766	2361811	2366319	-1	M1	SigH	ypiB, ypiF, qcrA, qcrB,qcrC, S854, ypjA, S853, ypjB
U1768	2361811	2367759	-1	M4	SigA	S855, ypiA, ypiB,ypiF, qcrA, qcrB, qcrC, S854, ypjA, S853, ypjB
U1767	2363087	2367686	-1	M19	SigA	S855, ypiA, ypiB, ypiF, qcrA, qcrB, qcrC
U1769	2363087	2367905	-1	M3	SigEF	S856, S855, ypiA,ypiB, ypiF, qcrA, qcrB, qcrC
U1770	2363087	2372013	-1	M4	SigA	hisC, tyrA, aroE, S856, S855, ypiA,ypiB, ypiF, qcrA, qcrB, qcrC
U1772	2364275	2374175	-1	M13	Sig-	trpF, trpB, trpA, hisC, tyrA, aroE, S856,S855, ypiA, ypiB, ypiF, qcrA, qcrB
U1773	2363923	2377626	-1	M19	SigA	S857, trpE, trpD, trpC, trpF, trpB, trpA, hisC, tyrA, aroE, S856,S855, ypiA, ypiB, ypiF, qcrA, qcrB
U1771	2365419	2373757	-1	M13	Sig-	trpB, trpA,hisC, tyrA, aroE, S856, S855, ypiA, ypiB, ypiF
U1775	2365419	2380324	-1	M4	SigA	aroF, aroB, aroH, S857, trpE, trpD, trpC, trpF, trpB, trpA, hisC, tyrA, aroE,S856, S855, ypiA, ypiB, ypiF
U1776	2365419	2381160	-1	M4	SigA	cheR, aroF, aroB, aroH, S857, trpE, trpD,trpC, trpF, trpB, trpA, hisC, tyrA, aroE, S856, S855, ypiA, ypiB, ypiF
U1778	2365419	2384456	-1	M4	SigA	S859, hepS, menH, hepT, ndk, S858, cheR,aroF, aroB, aroH, S857, trpE, trpD, trpC, trpF, trpB, trpA, hisC, tyrA, aroE, S856, S855, ypiA, ypiB, ypiF
U1779	2365419	2385394	-1	M4	SigA	folEA, mtrB, S859, hepS, menH, hepT, ndk, S858, cheR,aroF, aroB, aroH, S857, trpE, trpD, trpC, trpF, trpB, trpA, hisC, tyrA, aroE, S856, S855, ypiA, ypiB, ypiF
U1780	2365419	2386047	-1	M17	SigA	S861, hbs, S860, folEA, mtrB, S859, hepS, menH, hepT, ndk, S858, cheR,aroF, aroB, aroH, S857, trpE, trpD, trpC, trpF, trpB, trpA, hisC, tyrA, aroE, S856, S855, ypiA, ypiB, ypiF
U1774	2367971	2378154	-1	M9	SigWXY	aroH, S857, trpE, trpD, trpC,trpF, trpB, trpA, hisC, tyrA, aroE
U1777	2367971	2381853	-1	M14	SigA	ndk, S858, cheR, aroF, aroB, aroH, S857,trpE, trpD, trpC, trpF, trpB, trpA, hisC, tyrA, aroE
U1781	2381301	2387847	-1	M3	SigEF	S862, spoIVA,S861, hbs, S860, folEA, mtrB, S859, hepS, menH, hepT, ndk, S858
U1782	2386186	2388870	-1	M4	SigA	yphE, yphF, S862, spoIVA
U1784	2388980	2391641	-1	M16	SigA	S864, engA, gpsA, S863
U1786	2388980	2393380	-1	M3	Sig-	yphA, seaA, ypzH, S864, engA, gpsA, S863
U1785	2393240	2393546	1	M8	SigGF	S865, ypzI
U1788	2393622	2395952	-1	M14	SigA	S866, ypfD, fni
U1789	2393622	2397003	-1	M3	SigEF	ypfB, S868, cmk, S867, S866, ypfD, fni
U1790	2393622	2397715	-1	M16	SigA	ypfA, ypfB, S868, cmk, S867, S866, ypfD, fni
U1791	2397780	2399694	-1	M13	Sig-	ypeB
U1792	2397780	2400116	-1	M8	SigGF	sleB, ypeB
U1793	2400222	2400904	-1	M4	SigA	prsW
U1796	2400244	2403414	-1	M14	SigA	gudB, ypdA, prsW
U1797	2400992	2404172	-1	M19	SigA	S870, mecB,gudB, ypdA
U1798	2403503	2405065	-1	M9	SigWXY	ypbG,S870, mecB
U1801	2404405	2409527	-1	M4	SigA	ypbB, recQ, ypbD, ypbE, ypbF, ypbG
U1799	2405153	2406627	-1	M3	Sig-	ypbE, ypbF
U1803	2409636	2410071	1	M14	SigA	S874, fer
U1800	2408773	2409961	1	M5	SigK	S872, S873, S874, fer
U1802	2409565	2409961	1	M11	SigB	S873,S874, fer
U1804	2410037	2410903	-1	M14	SigA	ypzE, S875, fmnP
U1805	2411033	2412843	1	M14	SigA	serA
U1806	2412721	2413513	-1	M7	SigA	aroC
U1809	2412721	2415268	-1	M14	SigA	sigX, rsiX, aroC
U1810	2415383	2422204	-1	M16	SigA	rluB, S880, resA, resB, resC, S879, resD, resE
U1811	2415383	2422273	-1	M19	SigA	rluB, S880, resA, resB, resC, S879, resD, resE
U1812	2415383	2424560	-1	M3	SigEF	dacB, spmA, spmB, rluB, S880, resA, resB, resC, S879, resD, resE
U1813	2424667	2425217	-1	M3	Sig-	ypuI
U1815	2424667	2426647	-1	M19	SigA	scpA, spcB, ypuI
U1816	2426835	2427231	1	M4	SigA	ypuF
U1817	2427417	2427853	-1	M14	SigA	ypzK
U1819	2427417	2431644	-1	M14	SigA	NA, S881, ribD, ribE, ribAB, ribH, ypzK
U1820	2431752	2432126	-1	M11	SigB	ypuD
U1822	2431752	2432170	-1	M9	SigWXY	ypuD
U1823	2431752	2432238	-1	M2	SigI	S883, ypuD
U1824	2431752	2432914	-1	M4	SigA	sipS, S883, ypuD
U1825	2431752	2433577	-1	M4	SigA	ypzJ, S884, sipS,S883, ypuD
U1827	2434971	2435482	1	M5	SigK	ypzD
U1828	2435360	2435878	-1	M4	SigA	S886, ppiB
U1829	2435947	2436890	1	M9	SigWXY	S887, ypuA
U1830	2436967	2438331	-1	M14	SigA	S888, lysA
U1833	2436967	2443345	-1	M8	SigGF	spoVAA, spoVAB, spoVAC, spoVAD, spoVAEB, spoVAEA, spoVAF, S888, lysA
U1834	2443460	2445034	-1	M1	SigH	spoIIAA, spoIIAB, sigF
U1835	2443460	2446307	-1	M8	SigGF	dacF, S889, spoIIAA, spoIIAB, sigF
U1836	2446408	2448497	-1	M14	SigA	drm, pupG
U1837	2446408	2449630	-1	M19	SigA	ripX, S890, drm, pupG
U1838	2446408	2449709	-1	M11	SigB	yqzK, ripX, S890, drm, pupG
U1839	2446408	2449759	-1	M3	SigEF	yqzK, ripX, S890, drm, pupG
U1840	2446408	2450324	-1	M16	SigA	fur, yqzK, ripX, S890,drm, pupG
U1841	2449841	2451095	-1	M3	SigEF	spoIIM, S891,fur
U1842	2451227	2454263	-1	M14	SigA	mleN, mleA, yqkK
U1843	2451227	2456888	-1	M14	SigA	S893, ansA, ansB, S892, mleN, mleA, yqkK
U1847	2451227	2459122	-1	M7	SigA	nudF, yqxK, S895, S894, S893, ansA, ansB, S892,mleN, mleA, yqkK
U1844	2456951	2457509	1	M4	SigA	ansR
U1845	2458706	2459036	-1	M21	Sig-	nudF
U1848	2459290	2460236	1	M19	SigA	yqkF
U1846	2459107	2460236	1	M3	SigEF	S896, yqkF
U1849	2460334	2460532	-1	M19	SigA	yqkE
U1850	2460610	2460962	1	M19	SigA	yqkD
U1851	2461632	2461940	-1	M19	SigA	yqkC
U1852	2461632	2462227	-1	M4	SigA	yqkB, yqkC
U1853	2461632	2464118	-1	M14	SigA	S897, yqjY, yqjZ, yqkA, yqkB, yqkC
U1855	2461632	2465834	-1	M3	SigEF	polYB, yqjX, S898,S897, yqjY, yqjZ, yqkA, yqkB, yqkC
U1856	2465932	2466066	1	M7	SigA	yqzH
U1857	2466689	2468178	1	M7	SigA	yqjV, yqjU
U1858	2468012	2472787	-1	M14	SigA	yqjP, yqjQ, S901, dsdA, S900, coaA, yqjT, S899
U1859	2472864	2473986	1	M14	SigA	S902, proI
U1861	2474040	2475732	-1	M7	SigA	yqjN
U1862	2475801	2477616	1	M19	SigA	yqjM, yqjL
U1863	2476934	2477726	1	M9	SigWXY	yqjL
U1865	2477780	2478968	-1	M7	SigA	rnz, S903
U1866	2479090	2480698	1	M19	SigA	S904, zwf
U1867	2480752	2482225	-1	M7	SigA	gndA
U1869	2480752	2483790	-1	M7	SigA	S905, polYA,gndA
U1868	2483555	2484724	1	M19	SigA	yqzJ, oxaAB
U1870	2484878	2485560	1	M11	SigB	yqjF
U1871	2484778	2487941	-1	M19	SigA	yqjE, S906
U1873	2489265	2489507	-1	M8	SigGF	yqjB
U1874	2489551	2492861	-1	M14	SigA	artP, S909, artQ, artR, yqjA
U1875	2490431	2493546	-1	M19	SigA	yqiW,artP, S909, artQ, artR, yqjA
U1876	2493618	2496732	1	M11	SigB	bmrU, bmr, bmrR
U1877	2494619	2496732	1	M19	SigA	bmr, bmrR
U1878	2496786	2504705	-1	M18	SigL	ptb, bcd, buk, lpdV, bkdAA, bkdAB, bkdB
U1879	2496742	2506944	-1	M16	SigA	bkdR, S910, ptb, bcd, buk, lpdV, bkdAA, bkdAB, bkdB
U1880	2506982	2507247	1	M19	SigA	yqzF
U1884	2507301	2514107	-1	M3	SigEF	mmgA, mmgB, mmgC, prpC, prpD, prpB
U1885	2514172	2514934	-1	M7	SigA	yqiK
U1886	2514172	2515933	-1	M14	SigA	yqiH, yqiI, yqiK
U1888	2516408	2517552	1	M19	SigA	yqiG
U1887	2516201	2517552	1	M19	SigA	S911, yqiG
U1891	2518017	2518875	-1	M1	SigH	spo0A
U1892	2518017	2519037	-1	M4	SigA	S914, spo0A
U1893	2519117	2520457	-1	M8	SigGF	spoIVB
U1895	2520572	2525743	-1	M4	SigA	S916, dxs, yqxC, S915, ahrC, recN
U1896	2520572	2529724	-1	M14	SigA	nusB, folD, S917, xseA, xseB, ispA, S916, dxs, yqxC, S915, ahrC, recN
U1898	2520572	2532267	-1	M19	SigA	accB, accC, yqhY, S918, nusB, folD, S917, xseA, xseB, ispA, S916, dxs, yqxC, S915, ahrC, recN
U1897	2520572	2531242	-1	M11	SigB	yqhY, S918, nusB, folD, S917, xseA, xseB, ispA,S916, dxs, yqxC, S915, ahrC, recN
U1899	2532342	2534036	-1	M3	SigEF	spoIIIAG, spoIIIAH
U1900	2532342	2538013	-1	M3	SigEF	yqhV, S919, spoIIIAA, spoIIIAB, spoIIIAC, spoIIIAD, spoIIIAE, spoIIIAF,spoIIIAG, spoIIIAH
U1901	2538127	2540266	-1	M4	SigA	yqhS, yqhT, efp
U1902	2538127	2540846	-1	M8	SigGF	yqhR,yqhS, yqhT, efp
U1904	2540999	2542429	1	M7	SigA	yqhQ, yqhP
U1903	2540913	2542429	1	M11	SigB	yqhQ, yqhP
U1906	2542417	2543358	-1	M3	SigEF	yqhO
U1907	2543451	2543911	-1	M16	SigA	mntR
U1908	2543451	2544839	-1	M19	SigA	yqhM, mntR
U1911	2543473	2549677	-1	M14	SigA	S922, NA, NA, gcvT, gcvPA, gcvPB, S920, yqhM,mntR
U1909	2544904	2545355	1	M16	SigA	S921, yqhL
U1910	2549635	2553011	1	M3	SigEF	S923, yqhH, yqhG, S924, sinI, sinR
U1913	2552307	2553033	1	M7	SigA	S924, sinI, sinR
U1912	2551805	2552967	1	M4	SigA	S924, sinI, sinR
U1914	2552621	2553011	1	M4	SigA	sinR
U1915	2553087	2553923	-1	M14	Sig-	tasA
U1916	2553087	2555325	-1	M19	SigA	yqxM, sipW,tasA
U1917	2555476	2555827	1	M8	SigGF	yqzG
U1918	2555705	2556100	-1	M3	SigEF	yqzE, S925
U1919	2555705	2560111	-1	M19	SigA	comGA, comGB, comGC, comGD, comGE, comGF, comGG, yqzE, S925
U1920	2560302	2561487	-1	M11	SigB	yqxL, S926
U1921	2561564	2563856	1	M11	SigB	yqhB, S927
U1922	2562832	2564454	-1	M11	SigB	mgsR, S928, rsbRD
U1924	2564595	2566958	1	M14	SigA	yqgY, S929,yqgW, S930
U1923	2564523	2566694	1	M3	SigEF	yqgY, S929, yqgW, S930
U1925	2564944	2565597	-1	M19	SigA	yqgX
U1926	2565671	2566958	1	M14	SigA	yqgW, S930
U1928	2565933	2568530	-1	M3	SigEF	yqgT, yqgU, yqgV
U1930	2565933	2570556	-1	M14	SigA	S932, yqgS, yqgT, yqgU, yqgV
U1931	2565933	2573461	-1	M19	SigA	glpG, S933, yqgQ, glcK, S932, yqgS, yqgT, yqgU, yqgV
U1932	2573547	2573721	-1	M8	SigGF	yqgO
U1933	2573547	2574604	-1	M16	SigA	rpmGA, S934, yqgN, yqgO
U1935	2576033	2576235	-1	M4	SigA	yqgL
U1936	2576330	2577167	1	M16	SigA	yqzD, yqzC
U1934	2576156	2577167	1	M2	SigI	S935, yqzD, yqzC
U1937	2577221	2581672	-1	M6	Sig-	pstS, pstC, pstA, pstBA, pstBB
U1940	2581752	2583976	-1	M16	SigA	pbpA
U1941	2583293	2585361	-1	M8	SigGF	yqgE, pbpA
U1943	2585119	2586175	-1	M11	SigB	S936, sodA, yqgE
U1945	2585119	2586996	-1	M11	SigB	S937, yqgC,S936, sodA, yqgE
U1942	2585449	2586105	-1	M14	SigA	sodA
U1947	2585449	2588470	-1	M14	SigA	yqgA, S938, S937, yqgC, S936,sodA
U1944	2586780	2588056	1	M17	SigA	yqgB, S939
U1948	2588672	2590234	1	M3	SigEF	yqfZ, S940, ispG
U1946	2588443	2590234	1	M15	Sig-	yqfZ,S940, ispG
U1949	2589046	2590256	1	M19	SigA	S940, ispG
U1950	2590310	2590706	-1	M8	SigGF	yqfX
U1951	2590765	2591994	1	M4	SigA	yqfW, S941
U1952	2591432	2591960	-1	M14	SigA	S942, zur
U1954	2591432	2592928	-1	M4	SigA	yqfU, S942, zur
U1956	2591410	2595547	-1	M16	SigA	cshB, nfo, S943, yqfU, S942, zur
U1955	2592962	2593248	1	M5	SigK	yqfT
U1953	2592917	2593842	1	M3	SigEF	yqfT, S944
U1957	2595625	2597450	1	M5	SigK	yqfQ, S945, ispH
U1958	2596439	2597516	1	M19	SigA	S945, ispH
U1959	2597526	2599375	-1	M16	SigA	S946, trmK, yqfO
U1961	2597526	2599924	-1	M17	SigA	cccA, S947, S946, trmK, yqfO
U1962	2597526	2600047	-1	M7	SigA	S948, cccA, S947, S946, trmK, yqfO
U1966	2597526	2603851	-1	M1	SigH	yqxD, dnaG, S952, sigA, S949, S948, cccA,S947, S946, trmK, yqfO
U1968	2597614	2603981	-1	M3	SigEF	S953, yqxD, dnaG, S952, sigA, S949, S948, cccA,S947, S946, trmK, yqfO
U1969	2597526	2604060	-1	M16	SigA	S954, S953, yqxD, dnaG, S952, sigA, S949, S948, cccA,S947, S946, trmK, yqfO
U1970	2597526	2605732	-1	M19	SigA	S955, ccpN, yqfL, S954, S953, yqxD, dnaG, S952, sigA, S949, S948,cccA, S947, S946, trmK, yqfO
U1972	2597526	2608922	-1	M14	SigA	NA, glyQ, glyS, S955, ccpN, yqfL, S954, S953, yqxD, dnaG, S952, sigA, S949, S948, cccA,S947, S946, trmK, yqfO
U1973	2597526	2611386	-1	M7	SigA	cdd, era, S957, yqzL, recO, NA, glyQ, glyS, S955, ccpN, yqfL, S954, S953, yqxD, dnaG, S952, sigA, S949, S948,cccA, S947, S946, trmK, yqfO
U1975	2597526	2615524	-1	M19	SigA	phoH, yqfF, yqfG, dgkA, S958, cdd, era, S957, yqzL, recO, NA, glyQ, glyS, S955, ccpN, yqfL,S954, S953, yqxD, dnaG, S952, sigA, S949, S948, cccA, S947, S946, trmK, yqfO
U1977	2599528	2615826	-1	M8	SigGF	phoH, yqfF, yqfG, dgkA,S958, cdd, era, S957, yqzL, recO, NA, glyQ, glyS, S955, ccpN, yqfL, S954, S953, yqxD, dnaG, S952, sigA, S949, S948, cccA
U1965	2602950	2603038	1	M4	SigA	antE
U1976	2605842	2615611	-1	M11	SigB	phoH, yqfF, yqfG, dgkA, S958, cdd, era, S957, yqzL, recO,NA, glyQ, glyS
U1978	2611805	2619832	-1	M9	SigWXY	yqeZ, yqfA, yqfB, yqfC, yqfD,phoH, yqfF, yqfG
U1980	2617019	2620620	-1	M19	SigA	rpsU, yqeY, yqeZ, yqfA, yqfB
U1981	2620683	2621211	1	M3	SigEF	yqeW
U1983	2621683	2629691	-1	M14	SigA	hrcA, S960, grpE, dnaK, S959, dnaJ, prmA, rsmE, rimO
U1985	2621683	2632800	-1	M16	SigA	lepA, hemN, hrcA, S960, grpE, dnaK, S959, dnaJ, prmA, rsmE, rimO
U1984	2625586	2630734	-1	M8	SigGF	hrcA, S960, grpE, dnaK, S959, dnaJ
U1986	2632890	2634474	-1	M3	SigEF	spoIIP, yqxA
U1987	2632890	2635646	-1	M8	SigGF	gpr, spoIIP, yqxA
U1988	2635726	2636070	1	M16	SigA	S961, rpsT
U1989	2636146	2637180	-1	M7	SigA	holA
U1991	2636300	2637576	-1	M5	SigK	S962, holA
U1995	2636168	2642043	-1	M19	SigA	S963, comEA, comEB, comEC, S962, holA
U1990	2637336	2637962	1	M14	SigA	yqzM
U1992	2637994	2640483	-1	M19	SigA	comEB, comEC
U1994	2638610	2641193	-1	M15	Sig-	comEA, comEB, comEC
U1993	2641168	2642076	1	M3	SigEF	comER
U1996	2642130	2647036	-1	M10	Sig-	yqeH, aroD, yqeI, nadD, yqeK, yqeL, yqeM
U1998	2642130	2647673	-1	M16	SigA	S965, yqeG, yqeH, aroD, yqeI, nadD, yqeK, yqeL, yqeM
U1997	2647355	2648874	1	M4	SigA	S966, sda, S967, S969
U2000	2647762	2648686	-1	M14	SigA	yqeF, S968
U2001	2647762	2648818	-1	M11	SigB	S970, yqeF, S968
U2003	2648906	2649684	-1	M5	SigK	cwlH
U2004	2649776	2650458	1	M19	SigA	S971, yqeD
U2005	2651581	2652523	1	M4	SigA	yqeB
U2006	2652401	2652819	-1	M3	SigEF	nucB
U2007	2652941	2653315	1	M5	SigK	spoIVCB
U2008	2653391	2654998	-1	M3	SigEF	spoIVCA
U2009	2653523	2657687	-1	M19	SigA	arsR, yqcK, arsB, arsC, S972, spoIVCA
U2010	2657989	2658803	-1	M5	SigK	yqcI
U2011	2659166	2663280	1	M4	SigA	rapE,phrE, yqzI, yqcG, yqcF
U2012	2660244	2663280	1	M7	SigA	phrE, yqzI,yqcG, yqcF
U2013	2661062	2663302	1	M4	SigA	yqcG, yqcF
U2014	2663378	2664454	-1	M14	SigA	yqxI, yqxJ, S973
U2018	2678175	2679340	1	M7	SigA	yqdB, S978, S979
U2022	2678800	2680187	-1	M11	SigB	yqbM, S977
U2023	2682497	2683035	-1	M10	SigD	yqbG
U2025	2685203	2685841	-1	M14	SigA	yqbC
U2027	2689075	2690878	-1	M10	SigD	yqaR, yqaS, yqaT
U2029	2691590	2693025	1	M4	SigA	yqaP, S981
U2030	2691561	2693656	-1	M5	SigK	yqzO, yqaN, S982, yqaO, S980
U2031	2698855	2699427	1	M7	SigA	yqaE, S983
U2033	2700681	2701737	1	M19	SigA	yqaB, spoIIIC
U2035	2701362	2703013	1	M15	Sig-	spoIIIC, S984
U2036	2701967	2702099	-1	M14	SigA	yrkS
U2037	2705069	2705205	-1	M14	SigA	yrkP
U2041	2706741	2708787	-1	M19	SigA	S988, yrkL, S987, S985
U2042	2707357	2709469	-1	M19	SigA	yrkK, S989, S988, yrkL, S987, S985
U2044	2707533	2714353	-1	M4	SigA	S994, yrkD, S993, yrkE, S992, yrkF, S991, yrkH, yrkI, yrkJ, S990, yrkK, S989, S988, yrkL, S987, S985
U2045	2706741	2714632	-1	M14	SigA	yrzM, S994, yrkD, S993, yrkE, S992, yrkF, S991, yrkH, yrkI, yrkJ, S990, yrkK, S989, S988, yrkL, S987, S985
U2046	2713957	2715531	-1	M5	SigK	yrkC, S995, yrzN, yrzM, S994, yrkD
U2049	2714815	2720343	-1	M14	SigA	S998, yrkA, S997, bltR, yrkB, S996, yrkC, S995
U2048	2716895	2717291	1	M19	SigA	blt
U2050	2721735	2722703	1	M7	SigA	yrdQ, S999
U2051	2722779	2724869	-1	M19	SigA	czcD, S1000, yrdP
U2052	2722779	2724954	-1	M17	SigA	S1001, czcD, S1000, yrdP
U2053	2725783	2726751	1	M14	SigA	gltR
U2056	2730963	2732725	-1	M3	SigEF	yrdD, yrdD, cypA, S1002
U2057	2732965	2733581	-1	M19	SigA	yrdC
U2058	2732965	2734371	-1	M14	SigA	S1003, yrdB,yrdC
U2059	2734945	2736637	-1	M7	SigA	S1005, aadK, S1004, yrdA
U2060	2736844	2737949	1	M14	SigA	S1006, yrpB
U2061	2738257	2740325	1	M19	SigA	yrpC,yrpD, S1007
U2062	2739439	2741051	1	M7	SigA	yrpD, S1007, S1008, S1009, S1010
U2066	2741127	2742159	-1	M17	SigA	yrpE, S1011
U2068	2744009	2746503	-1	M14	SigA	yraN, S1012, yraO
U2069	2746385	2746578	-1	M17	SigA	yraN
U2071	2747925	2748856	-1	M7	SigA	csn
U2072	2749037	2749521	1	M7	SigA	S1013, yraL
U2073	2750852	2751754	-1	M4	SigA	yraI, yraJ
U2074	2752106	2752611	-1	M18	SigA	yraH, S1015
U2075	2752765	2755110	1	M8	SigGF	yraG, yraF, adhB, yraE, yraD
U2077	2755208	2755846	-1	M19	SigA	yraB
U2078	2755208	2755963	-1	M19	SigA	yraB
U2076	2755836	2759092	1	M19	SigA	S1016, yrzP, S1017, adhA,yraA, S1018
U2079	2756227	2757970	1	M19	SigA	S1017, adhA,yraA
U2080	2757464	2759092	1	M19	SigA	yraA, S1018
U2081	2758068	2762876	-1	M18	SigL	levD, levE, levF, levG, S1019, sacC
U2082	2763634	2766054	-1	M4	SigA	levR
U2083	2766510	2767956	1	M4	SigA	aapA
U2084	2768010	2768739	-1	M14	SigA	yrhP
U2085	2768778	2769650	1	M4	SigA	yrhO
U2086	2769794	2770002	1	M9	SigWXY	sigV
U2088	2773331	2773830	1	M11	SigB	yrhK, S1021, S1022
U2091	2773906	2778505	-1	M9	SigWXY	S1023, yrhH, bscR, cypB
U2093	2778284	2779384	-1	M14	SigA	S1027, S1026, yrzI, S1025, S1024, S1023, yrhH
U2094	2778284	2780484	-1	M19	SigA	S1029, yrhG, S1028, S1027, S1026, yrzI, S1025,S1024, S1023, yrhH
U2095	2778284	2780996	-1	M16	SigA	S1030, yrhF, S1029,yrhG, S1028, S1027, S1026, yrzI, S1025, S1024, S1023, yrhH
U2096	2781001	2784632	1	M16	SigA	S1031, yrhE, yrhD
U2097	2784708	2787583	-1	M5	SigK	S1033, mccA, mccB, S1032, yrhC
U2098	2784708	2788073	-1	M4	SigA	mtnN, S1033, mccA, mccB, S1032, yrhC
U2099	2784708	2788551	-1	M4	SigA	yrrT, mtnN, S1033, mccA, mccB, S1032, yrhC
U2101	2788636	2788900	1	M14	SigA	yrzA
U2100	2788570	2788878	1	M5	SigK	S1034, yrzA
U2102	2788932	2789724	-1	M4	SigA	yrrS
U2103	2788932	2790758	-1	M9	SigWXY	yrrS
U2104	2788932	2791000	-1	M3	SigEF	yrrS
U2107	2791330	2792210	-1	M16	SigA	S1036, S1035, greA, pbpI
U2106	2791484	2792100	-1	M19	SigA	S1035, greA
U2109	2791484	2795840	-1	M16	SigA	S1037, yrrM, yrrN, yrrO, udk, S1036, S1035, greA
U2110	2791484	2797005	-1	M7	SigA	yrrL, S1037, yrrM, yrrN, yrrO, udk, S1036, S1035, greA
U2111	2797094	2797666	-1	M3	SigEF	yrzB
U2113	2797094	2798150	-1	M19	SigA	S1039, yrzL, yrrK, yrzB
U2114	2797094	2800592	-1	M10	SigD	S1039, yrzL, yrrK, yrzB
U2115	2797094	2801120	-1	M14	SigA	NA, S1040, alaS, S1039, yrzL, yrrK, yrzB
U2117	2802088	2802220	-1	M8	SigGF	yrrI
U2116	2802123	2805312	1	M3	SigEF	S1041, glnQ, glnH, glnM, glnP
U2118	2805366	2805815	-1	M8	SigGF	yrzR, yrzQ
U2119	2805366	2806205	-1	M8	SigGF	yrrD, yrzR, yrzQ
U2121	2806312	2811277	-1	M19	SigA	trmU, yrrB, yrrC
U2122	2806312	2812231	-1	M16	SigA	S1043, cymR, iscS, trmU, yrrB, yrrC
U2123	2812308	2813607	1	M19	SigA	yrvN
U2125	2813661	2814700	-1	M14	SigA	NA, yrvM
U2127	2813661	2818174	-1	M14	SigA	NA, hisS, aspS, NA, yrvM
U2128	2813661	2818409	-1	M8	SigGF	yrzK, NA,hisS, aspS, NA, yrvM
U2129	2818447	2820031	1	M10	SigD	yrvJ
U2126	2818161	2820053	1	M7	SigA	S1044, yrvJ
U2130	2820085	2822769	-1	M14	SigA	relA, dtd
U2132	2820085	2825804	-1	M16	SigA	recJ, apt, S1045, relA, dtd
U2131	2820107	2823891	-1	M5	SigK	apt, S1045,relA, dtd
U2133	2820085	2826201	-1	M11	SigB	yrvD, recJ, apt, S1045,relA, dtd
U2134	2820085	2826818	-1	M17	SigA	S1046, yrvC, yrvD, recJ,apt, S1045, relA, dtd
U2137	2820085	2829527	-1	M7	SigA	S1047, comN, secDF, S1046, yrvC, yrvD,recJ, apt, S1045, relA, dtd
U2138	2826905	2830447	-1	M1	SigH	S1048,S1047, comN, secDF
U2136	2829513	2832351	1	M3	SigEF	spoVB, S1049,yrzE
U2139	2831151	2831811	-1	M8	SigGF	yrbG
U2140	2831887	2832351	1	M3	SigEF	yrzE
U2141	2832405	2832779	-1	M20	Sig-	yrbF
U2142	2832405	2832823	-1	M16	SigA	yrbF
U2143	2832405	2836805	-1	M4	SigA	ruvA, ruvB, yrzS, queA, tgt, yrbF
U2144	2832427	2837465	-1	M8	SigGF	bofC, S1050, ruvA, ruvB,yrzS, queA, tgt, yrbF
U2145	2832405	2838815	-1	M11	SigB	csbX, bofC, S1050, ruvA, ruvB, yrzS, queA, tgt,yrbF
U2146	2835705	2839929	-1	M14	SigA	yrbE, csbX, bofC,S1050, ruvA, ruvB
U2148	2840073	2840756	1	M3	SigEF	yrzF
U2147	2840027	2840756	1	M19	SigA	yrzF
U2150	2841021	2841438	1	M7	SigA	S1053, yrzH, yrzT
U2152	2841570	2843066	1	M21	Sig-	yrbD
U2151	2841518	2843462	1	M3	SigEF	yrbD, S1054
U2153	2842548	2843868	-1	M19	SigA	yrbC
U2154	2843934	2844572	-1	M8	SigGF	coxA
U2155	2843934	2845914	-1	M3	SigEF	S1056, safA, S1055, coxA
U2156	2843934	2846662	-1	M3	SigEF	S1056, safA, S1055, coxA
U2159	2843934	2849518	-1	M14	SigA	nadB, nadC, nadA, S1056, safA, S1055, coxA
U2158	2849515	2851953	1	M14	SigA	nifS, nadR, S1057
U2161	2850485	2851249	1	M4	SigA	nadR
U2162	2851303	2854625	-1	M19	SigA	S1058, spo0B, obg, yszB, pheA
U2163	2851303	2855947	-1	M17	SigA	NA, rplU, ysxB, rpmA, S1059, S1058, spo0B, obg, yszB, pheA
